exponent,time_mean,memory_mean,t1,t2,t3,t4,t5,m1,m2,m3,m4,m5
5 MPI,0.0011683199998515192,0.0,0.0013055999988864642,0.001068400000804104,0.0010504999991098884,0.0010567999997874722,0.0013603000006696675,0.0,0.0,0.0,0.0,0.0
5 SEC,0.02523757999879308,0.0,0.0253586999970139,0.026538699999946402,0.02425029999722028,0.025696400000015274,0.024343799999769544,0.0,0.0,0.0,0.0,0.0
