exponent,time_mean,memory_mean,t1,t2,t3,t4,t5,m1,m2,m3,m4,m5
5 MPI,0.0013589999995019752,0.0,0.0011755999985325616,0.0014449999998760177,0.0014274000004661502,0.0014247999988583615,0.0013221999997767853,0.0,0.0,0.0,0.0,0.0
5 SEC,0.02642154000059236,0.0,0.025304599999799393,0.030823200000668294,0.027110800001537427,0.026547400000708876,0.0223217000002478,0.0,0.0,0.0,0.0,0.0
